,words
95987,going
95988,kso
95989,kaytuesso
95990,high
95991,uwing
95992,takes
95993,leaves
95994,yavin
95995,partisan
95996,base
95997,jedha
95998,camera
95999,slowly
96000,moves
96001,reveal
96002,saw
96003,gerrera
96004,manmachine
96005,respirator
96006,prosthetic
96007,leg
96008,bodhi
96009,brought
96010,still
96011,sack
96012,head
96013,saw
96014,gerrera
96015,lies
96016,deceptions
96017,let
96018,see
96019,bodhi
96020,rook
96021,cargo
96022,pilot
96023,local
96024,boy
96025,huh
96026,bodhi
96027,rook
96028,uhhuh
96029,edrio
96030,passes
96031,saw
96032,holopad
96033,taken
96034,bodhi
96035,earlier
96036,edrio
96037,two
96038,tubes
96039,found
96040,boot
96041,captured
96042,bodhi
96043,rook
96044,okay
96045,hear
96046,capture
96047,came
96048,defected
96049,defected
96050,saw
96051,gerrera
96052,every
96053,day
96054,lies
96055,bodhi
96056,rook
96057,lies
96058,would
96059,risk
96060,everything
96061,lie
96062,time
96063,speak
96064,saw
96065,gerrera
96066,late
96067,sack
96068,pulled
96069,bodhi
96070,head
96071,shakes
96072,head
96073,blinks
96074,sight
96075,saw
96076,bodhi
96077,rook
96078,okay
96079,um
96080,uhthat
96081,sthat
96082,gave
96083,find
96084,gave
96085,galen
96086,erso
96087,told
96088,find
96089,saw
96090,gerrera
96091,bor
96092,gullet
96093,saw
96094,nods
96095,edrio
96096,bodhi
96097,visibly
96098,begins
96099,panicking
96100,bodhi
96101,rook
96102,bor
96103,gullet
96104,galen
96105,erso
96106,sent
96107,told
96108,find
96109,voice
96110,muffled
96111,confused
96112,sack
96113,pulled
96114,head
96115,dragged
96116,away
96117,star
96118,destroyer
96119,executrix
96120,star
96121,destroyer
96122,overlooking
96123,construction
96124,death
96125,star
96126,tie
96127,fighter
96128,flies
96129,towards
96130,looks
96131,like
96132,stars
96133,reveals
96134,imperial
96135,star
96136,destroyer
96137,behind
96138,isd
96139,even
96140,massive
96141,structure
96142,emerges
96143,darkness
96144,death
96145,star
96146,imperial
96147,officers
96148,sit
96149,command
96150,pits
96151,sides
96152,bridge
96153,director
96154,krennic
96155,approaches
96156,grand
96157,moff
96158,tarkin
96159,standing
96160,back
96161,camera
96162,watches
96163,construction
96164,death
96165,star
96166,tarkin
96167,turns
96168,around
96169,face
96170,camera
96171,grand
96172,moff
96173,wilhuff
96174,tarkin
96175,unfortunate
96176,security
96177,breach
96178,jedha
96179,director
96180,krennic
96181,many
96182,setbacks
96183,delays
96184,heard
96185,word
96186,rumors
96187,circulating
96188,city
96189,apparently
96190,lost
96191,rather
96192,talkative
96193,cargo
96194,pilot
96195,senate
96196,gets
96197,wind
96198,project
96199,countless
96200,systems
96201,flock
96202,rebellion
96203,director
96204,orson
96205,krennic
96206,battle
96207,station
96208,finished
96209,governor
96210,tarkin
96211,senate
96212,little
96213,concern
96214,grand
96215,moff
96216,wilhuff
96217,tarkin
96218,become
96219,director
96220,krennic
96221,emperor
96222,tolerate
96223,delay
96224,made
96225,time
96226,ally
96227,rebellion
96228,suggest
96229,solve
96230,problems
96231,simultaneously
96232,immediate
96233,test
96234,weapon
96235,failure
96236,find
96237,explaining
96238,far
96239,less
96240,patient
96241,audience
96242,director
96243,orson
96244,krennic
96245,fail
96246,krennic
96247,turns
96248,around
96249,signals
96250,bodyguards
96251,flank
96252,leaves
96253,tarkin
96254,watches
96255,superlaser
96256,set
96257,place
96258,completing
96259,death
96260,star
96261,inside
96262,jyn
96263,dream
96264,sees
96265,little
96266,girl
96267,father
96268,still
96269,imperial
96270,officer
96271,coruscant
96272,drinking
96273,laughing
96274,together
96275,younger
96276,krennic
96277,peering
96278,room
96279,father
96280,walks
96281,picks
96282,placing
96283,bed
96284,blurred
96285,visions
96286,mother
96287,lyra
96288,galen
96289,erso
96290,matter
96291,jyn
96292,looked
96293,frightened
96294,always
96295,protect
96296,stardust
96297,ever
96298,change
96299,lyra
96300,erso
96301,trust
96302,lyra
96303,erso
96304,galen
96305,jyn
96306,wakes
96307,inside
96308,uwing
96309,blinks
96310,cassian
96311,speaks
96312,cassian
96313,andor
96314,coming
96315,orbit
96316,controls
96317,uwing
96318,lands
96319,front
96320,view
96321,holy
96322,city
96323,jedha
96324,star
96325,destroyer
96326,hovering
96327,sky
96328,multiple
96329,smaller
96330,shuttles
96331,tie
96332,fighters
96333,going
96334,back
96335,forth
96336,destroyer
96337,city
96338,two
96339,rebels
96340,droid
96341,disembark
96342,get
96343,ground
96344,look
96345,city
96346,binoculars
96347,cassian
96348,andor
96349,jedha
96350,left
96351,find
96352,saw
96353,find
96354,father
96355,jyn
96356,erso
96357,destroyer
96358,cassian
96359,andor
96360,old
96361,friend
96362,saw
96363,gerrera
96364,attacking
96365,cargo
96366,shipments
96367,jyn
96368,erso
96369,bringing
96370,cassian
96371,andor
96372,‘
96373,taking
96374,kyber
96375,crystal
96376,get
96377,wondered
96378,stripping
96379,temple
96380,knowit
96381,fuel
96382,weapon
96383,kso
96384,kaytuesso
96385,coming
96386,uwing
96387,weapon
96388,father
96389,building
96390,jyn
96391,erso
96392,maybe
96393,leave
96394,target
96395,practice
96396,behind
96397,kso
96398,kaytuesso
96399,talking
96400,cassian
96401,andor
96402,right
96403,need
96404,blend
96405,stay
96406,ship
96407,kso
96408,kaytuesso
96409,blend
96410,imperial
96411,droid
96412,city
96413,imperial
96414,occupation
96415,jyn
96416,erso
96417,half
96418,people
96419,want
96420,reprogram
96421,half
96422,want
96423,put
96424,hole
96425,head
96426,kso
96427,kaytuesso
96428,surprised
96429,concerned
96430,safety
96431,jyn
96432,walks
96433,past
96434,slamming
96435,bag
96436,hands
96437,walks
96438,jyn
96439,erso
96440,worried
96441,might
96442,miss
96443,hit
96444,kso
96445,drops
96446,bag
96447,ground
96448,leave
96449,kso
96450,kaytuesso
96451,sound
96452,bad
96453,int
96454,partisan
96455,base
96456,partisan
96457,base
96458,bodhi
96459,strapped
96460,chair
96461,strange
96462,bloblike
96463,alien
96464,long
96465,tentacles
96466,emerges
96467,darkness
96468,bodhi
96469,shivers
96470,tries
96471,moving
96472,back
96473,fails
96474,watches
96475,horror
96476,alien
96477,approaches
96478,saw
96479,gerrera
96480,bor
96481,gullet
96482,feel
96483,thoughts
96484,lie
96485,safe
96486,really
96487,brought
96488,cargo
96489,pilot
96490,bor
96491,gullet
96492,know
96493,truth
96494,unfortunate
96495,side
96496,effect
96497,one
96498,tends
96499,lose
96500,one
96501,mind
96502,bor
96503,gullet
96504,tentacles
96505,begin
96506,wrap
96507,around
96508,bodhi
96509,stroke
96510,head
96511,reaching
96512,thoughts
96513,bodhi
96514,rook
96515,nooo
96516,holy
96517,city
96518,jedha
96519,cassian
96520,jyn
96521,walk
96522,crowd
96523,narrow
96524,street
96525,jyn
96526,accidentally
96527,bumps
96528,dr
96529,evazan
96530,ponda
96531,baba
96532,turn
96533,annoyed
96534,dr
96535,cornelius
96536,evazan
96537,hey
96538,watch
96539,cassian
96540,andor
96541,tourist
96542,want
96543,trouble
96544,sorry
96545,come
96546,come
96547,squad
96548,stormtroopers
96549,seen
96550,distributing
96551,holopads
96552,face
96553,bodhi
96554,rook
96555,questioning
96556,citizens
96557,stormtrooper
96558,citizens
96559,jedha
96560,must
96561,come
96562,forward
96563,information
96564,location
96565,missing
96566,cargo
96567,pilot
96568,reward
96569,credits
96570,information
96571,shall
96572,awarded
96573,cassian
96574,andor
96575,contact
96576,one
96577,saw
96578,rebels
96579,gone
96580,missing
96581,sister
96582,looking
96583,temple
96584,destroyed
96585,waiting
96586,give
96587,name
96588,hope
96589,gets
96590,us
96591,meeting
96592,saw
96593,jyn
96594,erso
96595,hope
96596,cassian
96597,andor
96598,yeah
96599,rebellions
96600,built
96601,hope
96602,squad
96603,stormtroopers
96604,approaches
96605,citizen
96606,search
96607,house
96608,citizen
96609,protests
96610,inaudibly
96611,alien
96612,language
96613,stormtrooper
96614,hands
96615,see
96616,get
96617,show
96618,identification
96619,check
96620,inside
96621,jyn
96622,erso
96623,pilot
96624,notices
96625,chirrut
96626,imwe
96627,blind
96628,dressed
96629,monklike
96630,robes
96631,sitting
96632,beside
96633,street
96634,chirrut
96635,îmwe
96636,may
96637,force
96638,others
96639,may
96640,force
96641,others
96642,cassian
96643,andor
96644,wait
96645,cassian
96646,walks
96647,leaving
96648,jyn
96649,standing
96650,chirrut
96651,îmwe
96652,may
96653,force
96654,others
96655,may
96656,force
96657,others
96658,chirrut
96659,îmwe
96660,would
96661,trade
96662,necklace
96663,glimpse
96664,future
96665,jyn
96666,turns
96667,around
96668,comes
96669,closer
96670,alarmed
96671,interested
96672,yes
96673,speaking
96674,chirrut
96675,îmwe
96676,jyn
96677,erso
96678,know
96679,wearing
96680,necklace
96681,chirrut
96682,îmwe
96683,answer
96684,must
96685,pay
96686,know
96687,kyber
96688,crystals
96689,jyn
96690,erso
96691,father
96692,said
96693,powered
96694,jedi
96695,lightsabers
96696,cassian
96697,returns
96698,finds
96699,talking
96700,chirrut
96701,cassian
96702,andor
96703,jyn
96704,come
96705,let
96706,go
96707,chirrut
96708,îmwe
96709,strongest
96710,stars
96711,hearts
96712,kyber
96713,cassian
96714,pulls
96715,jyn
96716,away
96717,chirrut
96718,speaks
96719,cassian
96720,andor
96721,let
96722,go
96723,make
96724,friends
96725,jyn
96726,erso
96727,cassian
96728,andor
96729,guardians
96730,whills
96731,protectors
96732,kyber
96733,temple
96734,nothing
96735,left
96736,protect
96737,causing
96738,trouble
96739,everybody
96740,jyn
96741,erso
96742,seem
96743,awfully
96744,tense
96745,sudden
96746,cassian
96747,andor
96748,hurry
96749,town
96750,ready
96751,blow
96752,cassian
96753,jyn
96754,push
96755,quickly
96756,throught
96757,crowd
96758,notice
96759,heavily
96760,guarded
96761,imperial
96762,transport
96763,move
96764,along
96765,street
96766,jyn
96767,looks
96768,see
96769,armed
96770,people
96771,waiting
96772,roofs
96773,several
96774,hiding
96775,pathways
96776,next
96777,main
96778,street
96779,looks
96780,cassian
96781,nervously
96782,stormtrooper
96783,citizens
96784,empire
96785,imperial
96786,forces
96787,partisan
96788,throws
96789,thermal
96790,detonator
96791,underneath
96792,tank
96793,accompanying
96794,transport
96795,tank
96796,explodes
96797,partisans
96798,begin
96799,fighting
96800,stormtroopers
96801,chaos
96802,begins
96803,people
96804,run
96805,away
96806,firing
96807,begins
96808,jyn
96809,cassian
96810,hide
96811,behind
96812,wall
96813,blasters
96814,ready
96815,jyn
96816,erso
96817,tell
96818,backup
96819,plan
96820,stormtrooper
96821,incoming
96822,stormtrooper
96823,put
96824,guns
96825,stormtrooper
96826,behind
96827,us
96828,jyn
96829,erso
96830,looks
96831,like
96832,found
96833,saw
96834,rebels
96835,jyn
96836,sees
96837,small
96838,child
96839,standing
96840,tall
96841,tower
96842,crying
96843,runs
96844,save
96845,covers
96846,body
96847,two
96848,fall
96849,ground
96850,partisan
96851,shoots
96852,stormtroopers
96853,top
96854,tower
96855,cassian
96856,andor
96857,jyn
96858,child
96859,mother
96860,quickly
96861,arrives
96862,takes
96863,daughter
96864,mother
96865,thank
96866,stormtrooper
96867,hit
96868,tower
96869,citizen
96870,get
96871,stormtrooper
96872,aims
96873,rocket
96874,tower
96875,fires
96876,jyn
96877,barely
96878,makes
96879,runs
96880,cover
96881,next
96882,ruins
96883,tank
96884,partisans
96885,gather
96886,take
96887,something
96888,transport
96889,partisan
96890,quickly
96891,kyber
96892,get
96893,take
96894,kyber
96895,take
96896,kyber
96897,come
96898,cassian
96899,andor
96900,way
96901,surprised
96902,imperial
96903,droid
96904,looks
96905,exactly
96906,like
96907,kso
96908,jyn
96909,shoots
96910,falls
96911,ground
96912,kso
96913,walks
96914,behind
96915,kso
96916,looks
96917,startled
96918,kso
96919,kaytuesso
96920,know
96921,jyn
96922,erso
96923,course
96924,cassian
96925,andor
96926,thought
96927,told
96928,stay
96929,ship
96930,kso
96931,kaytuesso
96932,thought
96933,boring
96934,trouble
96935,lot
96936,explosions
96937,two
96938,people
96939,blending
96940,grenade
96941,sails
96942,towards
96943,kso
96944,catches
96945,without
96946,looking
96947,throws
96948,backwards
96949,towards
96950,group
96951,stormtroopers
96952,stormtrooper
96953,freeze
96954,right
96955,grenade
96956,explodes
96957,killing
96958,entire
96959,squad
96960,stormtroopers
96961,jyn
96962,cassian
96963,exchange
96964,looks
96965,kso
96966,kaytuesso
96967,right
96968,wait
96969,ship
96970,cassian
96971,jyn
96972,kso
96973,walk
96974,clearing
96975,multiple
96976,stormtroopers
96977,stormtrooper
96978,halt
96979,stop
96980,right
96981,stormtrooper
96982,taking
96983,prisoners
96984,kso
96985,kaytuesso
96986,prisoners
96987,stormtrooper
96988,yes
96989,taking
96990,kso
96991,kaytuesso
96992,taking
96993,imprison
96994,prison
96995,cassian
96996,andor
96997,taking
96998,us
96999,kso
97000,slaps
97001,cassian
97002,kso
97003,kaytuesso
97004,quiet
97005,fresh
97006,one
97007,mouth
97008,stormtrooper
97009,take
97010,kso
97011,kaytuesso
97012,okay
97013,could
97014,point
97015,right
97016,direction
97017,take
97018,sure
97019,taken
97020,far…
97021,stormtroopers
97022,grab
97023,jyn
97024,cassian
97025,cuff
97026,take
97027,away
97028,two
97029,struggle
97030,break
97031,free
97032,cassian
97033,andor
97034,hey
97035,wait
97036,second
97037,stormtrooper
97038,take
97039,away
97040,kso
97041,kaytuesso
97042,wait
97043,stormtrooper
97044,hey
97045,droid
97046,take
97047,away
97048,stay
97049,need
97050,check
97051,diagnostics
97052,kso
97053,kaytuesso
97054,diagnostics
97055,capable
97056,running
97057,diagnostics
97058,thank
97059,much
97060,chirrut
97061,emerges
97062,doorway
97063,drawing
97064,attention
97065,stormtroopers
97066,walks
97067,towards
97068,tapping
97069,staff
97070,ground
97071,chirrut
97072,îmwe
97073,let
97074,pass
97075,peace
97076,let
97077,pass
97078,peace
97079,force
97080,force
97081,fear
97082,nothing
97083,force
97084,wills
97085,stormtrooper
97086,hey
97087,stop
97088,right
97089,stormtrooper
97090,blind
97091,stormtrooper
97092,deaf
97093,stormtrooper
97094,said
97095,stop
97096,right
97097,chirrut
97098,stops
97099,listening
97100,closely
97101,stormtroopers
97102,movements
97103,begin
97104,firing
97105,waits
97106,right
97107,moment
97108,springs
97109,action
97110,easily
97111,beating
97112,stormtroopers
97113,impossible
97114,hit
97115,dodges
97116,every
97117,shot
97118,directed
97119,covering
97120,chirrut
97121,îmwe
97122,foot
97123,right
97124,chirrut
97125,knocks
97126,last
97127,stormtrooper
97128,many
97129,surround
97130,suddenly
97131,rapid
97132,blaster
97133,fire
97134,kills
97135,stormtroopers
97136,come
97137,chirrut
97138,friend
97139,baze
97140,malbus
97141,chirrut
97142,îmwe
97143,almost
97144,shot
97145,baze
97146,malbus
97147,welcome
97148,cassian
97149,jyn
97150,kso
97151,emerge
97152,hiding
97153,spot
97154,kso
97155,kaytuesso
97156,clear
97157,hostiles
97158,baze
97159,aims
97160,blaster
97161,kso
97162,sight
97163,imperial
97164,droid
97165,kso
97166,kaytuesso
97167,one
97168,hostile
97169,jyn
97170,jumps
97171,front
97172,kso
97173,arms
97174,air
97175,jyn
97176,erso
97177,us
97178,chirrut
97179,îmwe
97180,right
97181,kso
97182,removes
97183,handcuffs
97184,jyn
97185,erso
97186,thanks
97187,kso
97188,kaytuesso
97189,cassian
97190,sorry
97191,slap
97192,cassian
97193,andor
97194,go
97195,back
97196,ship
97197,wait
97198,call
97199,kso
97200,leaves
97201,obediently
97202,cassian
97203,turns
97204,baze
97205,rubbing
97206,wrists
97207,cassian
97208,andor
97209,jedi
97210,baze
97211,malbus
97212,jedi
97213,anymore
97214,dreamers
97215,like
97216,fool
97217,chirrut
97218,îmwe
97219,force
97220,protect
97221,baze
97222,îmwe
97223,protected
97224,jyn
97225,erso
97226,get
97227,us
97228,saw
97229,gerrera
97230,chirrut
97231,îmwe
97232,see
97233,friends
97234,empire
97235,partisans
97236,suddenly
97237,surround
97238,group
97239,rebels
97240,disarmed
97241,handcuffed
97242,edrio
97243,two
97244,tubes
97245,tell
97246,one
97247,killed
97248,men
97249,jyn
97250,erso
97251,anyone
97252,kills
97253,friends
97254,answer
97255,saw
97256,gerrera
97257,edrio
97258,two
97259,tubes
97260,jyn
97261,erso
97262,daughter
97263,galen
97264,erso
97265,edrio
97266,two
97267,tubes
97268,take
97269,sacks
97270,put
97271,everyone
97272,heads
97273,chirrut
97274,îmwe
97275,kidding
97276,blind
97277,int
97278,partisan
97279,base
97280,inside
97281,prison
97282,cells
97283,partisan
97284,base
97285,chirrut
97286,baze
97287,cassian
97288,thrown
97289,cell
97290,together
97291,next
97292,cell
97293,bodhi
97294,rook
97295,silently
97296,staring
97297,space
97298,chirrut
97299,îmwe
97300,one
97301,force
97302,force
97303,one
97304,force
97305,force
97306,baze
97307,malbus
97308,pray
97309,chirrut
97310,îmwe
97311,one
97312,force
97313,force
97314,baze
97315,malbus
97316,really
97317,chirrut
97318,îmwe
97319,one
97320,force
97321,force
97322,baze
97323,malbus
97324,praying
97325,door
97326,open
97327,chirrut
97328,îmwe
97329,bothers
97330,knows
97331,possible
97332,baze
97333,malbus
97334,devoted
97335,guardian
97336,us
97337,cassian
97338,andor
97339,beginning
97340,think
97341,force
97342,different
97343,priorities
97344,baze
97345,malbus
97346,relax
97347,captain
97348,worse
97349,cages
97350,one
97351,cassian
97352,andor
97353,first
97354,chirrut
97355,îmwe
97356,one
97357,sort
97358,prison
97359,captain
97360,sense
97361,carry
97362,wherever
97363,go
97364,outside
97365,prison
97366,jyn
97367,taken
97368,meet
97369,saw
97370,gerrera
97371,command
97372,room
97373,saw
97374,gerrera
97375,jyn
97376,really
97377,believe
97378,jyn
97379,erso
97380,must
97381,quite
97382,surprise
97383,saw
97384,gerrera
97385,still
97386,friends
97387,jyn
97388,erso
97389,last
97390,time
97391,saw
97392,gave
97393,knife
97394,loaded
97395,blaster
97396,told
97397,wait
97398,bunker
97399,daylight
97400,saw
97401,gerrera
97402,knew
97403,safe
97404,jyn
97405,erso
97406,left
97407,behind
97408,saw
97409,gerrera
97410,already
97411,best
97412,soldier
97413,cadre
97414,jyn
97415,erso
97416,sixteen
97417,saw
97418,gerrera
97419,protecting
97420,jyn
97421,erso
97422,dumped
97423,saw
97424,gerrera
97425,daughter
97426,imperial
97427,science
97428,officer
97429,people
97430,starting
97431,figure
97432,people
97433,wanted
97434,use
97435,hostage
97436,day
97437,goes
97438,think
97439,today
97440,days
97441,trap
97442,jyn
97443,erso
97444,saw
97445,gerrera
97446,pilot
97447,message
97448,send
97449,come
97450,kill
97451,much
97452,left
97453,jyn
97454,erso
97455,alliance
97456,wants
97457,father
97458,think
97459,sent
97460,message
97461,weapon
97462,guess
97463,think
97464,sending
97465,might
97466,actually
97467,help
97468,saw
97469,gerrera
97470,want
97471,jyn
97472,jyn
97473,erso
97474,wanted
97475,introduction
97476,got
97477,rest
97478,want
97479,saw
97480,gerrera
97481,care
97482,cause
97483,jyn
97484,erso
97485,cause
97486,seriously
97487,alliance
97488,rebels
97489,whatever
97490,calling
97491,days
97492,ever
97493,brought
97494,pain
97495,saw
97496,gerrera
97497,stand
97498,see
97499,imperial
97500,flag
97501,reign
97502,across
97503,galaxy
97504,jyn
97505,erso
97506,problem
97507,look
97508,saw
97509,gerrera
97510,something
97511,show
97512,come
97513,two
97514,walk
97515,towards
97516,holopad
97517,lying
97518,floor
97519,switches
97520,shot
97521,jedha
97522,city
97523,star
97524,destroyer
97525,seen
97526,leaving
97527,city
97528,followed
97529,numerous
97530,tie
97531,fighters
97532,smaller
97533,craft
97534,citizens
97535,look
97536,surprise
97537,hear
97538,engines
97539,whirring
97540,life
97541,int
97542,death
97543,star
97544,death
97545,star
97546,grand
97547,moff
97548,tarkin
97549,director
97550,krennic
97551,stand
97552,control
97553,room
97554,front
97555,giant
97556,screen
97557,city
97558,jedha
97559,pictured
97560,grand
97561,moff
97562,wilhuff
97563,tarkin
97564,emperor
97565,awaiting
97566,report
97567,director
97568,orson
97569,krennic
97570,one
97571,hoped
97572,lord
97573,vader
97574,might
97575,occasion
97576,grand
97577,moff
97578,wilhuff
97579,tarkin
97580,thought
97581,prudent
97582,save
97583,potential
97584,embarrassment
97585,director
97586,orson
97587,krennic
97588,concern
97589,hardly
97590,warranted
97591,grand
97592,moff
97593,wilhuff
97594,tarkin
97595,saying
97596,would
97597,make
97598,director
97599,orson
97600,krennic
97601,imperial
97602,forces
97603,evacuated
97604,stand
97605,ready
97606,destroy
97607,entire
97608,moon
97609,grand
97610,moff
97611,wilhuff
97612,tarkin
97613,necessary
97614,need
97615,statement
97616,manifesto
97617,holy
97618,city
97619,enough
97620,day
97621,krennic
97622,target
97623,jedha
97624,city
97625,prepare
97626,single
97627,reactor
97628,ignition
97629,gunners
97630,get
97631,positions
97632,prepare
97633,fire
97634,captain
97635,dunstig
97636,pterro
97637,sir
97638,position
97639,ready
97640,director
97641,orson
97642,krennic
97643,fire
97644,pterro
97645,walks
97646,give
97647,command
97648,officers
97649,captain
97650,dunstig
97651,pterro
97652,commence
97653,primary
97654,ignition
97655,int
97656,partisan
97657,base
97658,partisan
97659,prison
97660,chirrut
97661,îmwe
97662,one
97663,next
97664,cell
97665,cassian
97666,andor
97667,baze
97668,looks
97669,hole
97670,wall
97671,sees
97672,bodhi
97673,baze
97674,malbus
97675,imperial
97676,pilot
97677,cassian
97678,andor
97679,pilot
97680,baze
97681,malbus
97682,going
97683,kill
97684,baze
97685,starts
97686,trying
97687,break
97688,bars
97689,separating
97690,two
97691,cells
97692,cassian
97693,andor
97694,wait
97695,baze
97696,malbus
97697,come
97698,cassian
97699,andor
97700,baze
97701,malbus
97702,back
97703,back
97704,cassian
97705,andor
97706,okay
97707,cassian
97708,tries
97709,talk
97710,bodhi
97711,calmer
97712,voice
97713,bodhi
97714,keeps
97715,staring
97716,space
97717,mumbling
97718,cassian
97719,andor
97720,pilot
97721,hey
97722,hey
97723,pilot
97724,shuttle
97725,pilot
97726,pilot
97727,chirrut
97728,îmwe
97729,wrong
97730,cassian
97731,andor
97732,galen
97733,erso
97734,know
97735,name
97736,bodhi
97737,rook
97738,brought
97739,message
97740,pilot
97741,pilot
97742,pilot
97743,cassian
97744,andor
97745,okay
97746,good
97747,galen
97748,erso
97749,int
97750,death
97751,star
97752,death
97753,star
97754,gunner
97755,standby
97756,camera
97757,pans
97758,show
97759,levers
97760,pulled
97761,gunner
97762,raises
97763,hand
97764,drops
97765,signal
97766,bright
97767,array
97768,lights
97769,comes
97770,across
97771,control
97772,panel
97773,death
97774,star
97775,eclipses
97776,sun
97777,jedha
97778,blinding
97779,green
97780,ray
97781,emerges
97782,reactor
97783,two
97784,gunners
97785,manning
97786,turn
97787,away
97788,cover
97789,eyes
97790,int
97791,partisan
97792,base
97793,partisan
97794,base
97795,saw
97796,gerrera
97797,message
97798,sent
97799,holoprojector
97800,lights
97801,hologram
97802,galen
97803,erso
97804,appears
97805,galen
97806,erso
97807,saw
97808,watching
97809,perhaps
97810,chance
97811,save
97812,alliance
97813,perhaps
97814,chance
97815,explain
97816,though
97817,dare
97818,hope
97819,much
97820,chance
97821,jyn
97822,alive
97823,possibly
97824,find
97825,let
97826,know
97827,love
97828,never
97829,faded
97830,desperately
97831,missed
97832,jyn
97833,stardust
97834,imagine
97835,think
97836,taken
97837,faced
97838,bitter
97839,truths
97840,told
97841,soon
97842,enough
97843,krennic
97844,would
97845,well
97846,time
97847,went
97848,knew
97849,either
97850,dead
97851,well
97852,hidden
97853,would
97854,never
97855,find
97856,knew
97857,refused
97858,work
97859,took
97860,life
97861,would
97862,matter
97863,time
97864,krennic
97865,realized
97866,longer
97867,needed
97868,complete
97869,project
97870,one
97871,thing
97872,nobody
97873,expected
97874,lied
97875,learned
97876,lie
97877,played
97878,part
97879,beaten
97880,man
97881,resigned
97882,sanctuary
97883,work
97884,made
97885,indispensable
97886,laid
97887,groundwork
97888,revenge
97889,call
97890,death
97891,star
97892,better
97893,name
97894,day
97895,coming
97896,soon
97897,unleashed
97898,placed
97899,weakness
97900,deep
97901,within
97902,system
97903,flaw
97904,small
97905,powerful
97906,never
97907,find
97908,jyn
97909,jyn
97910,listening
97911,beloved
97912,much
97913,life
97914,wasted
97915,try
97916,think
97917,moments
97918,strong
97919,pain
97920,mother
97921,family
97922,pain
97923,loss
97924,overwhelming
97925,risk
97926,failing
97927,even
97928,hard
97929,think
97930,think
97931,stardust
97932,saw
97933,reactor
97934,module
97935,key
97936,place
97937,laid
97938,trap
97939,well
97940,hidden
97941,unstable
97942,one
97943,blast
97944,part
97945,destroy
97946,entire
97947,station
97948,death
97949,star
97950,blasts
97951,holy
97952,city
97953,jedha
97954,vaporising
97955,instant
97956,galen
97957,erso
97958,need
97959,plans
97960,structural
97961,plans
97962,death
97963,star
97964,find
97965,reactor
97966,know
97967,complete
97968,engineering
97969,archive
97970,data
97971,vault
97972,citadel
97973,tower
97974,scarif
97975,pressurized
97976,explosion
97977,reactor
97978,module
97979,set
97980,chain
97981,reaction
97982,destroy
97983,entire
97984,station
97985,hologram
97986,cuts
97987,earthquake
97988,going
97989,partisan
97990,base
97991,due
97992,death
97993,star
97994,fire
97995,jyn
97996,falls
97997,knees
97998,crying
97999,partisans
98000,guarding
98001,cells
98002,scream
98003,scatter
98004,leaving
98005,prisoners
98006,behind
98007,three
98008,manage
98009,break
98010,lock
98011,free
98012,cassian
98013,andor
98014,go
98015,go
98016,cassian
98017,screams
98018,comlink
98019,cassian
98020,andor
98021,k
98022,k
98023,camera
98024,reveals
98025,kso
98026,uwing
98027,staring
98028,explosion
98029,jedha
98030,huge
98031,earthquake
98032,lifting
98033,rubble
98034,high
98035,air
98036,shockwave
98037,coming
98038,closer
98039,location
98040,kso
98041,kaytuesso
98042,standing
98043,requested
98044,although
98045,problem
98046,horizon
98047,horizon
98048,cassian
98049,andor
98050,locate
98051,position
98052,bring
98053,ship
98054,cassian
98055,breaks
98056,group
98057,runs
98058,chirrut
98059,îmwe
98060,going
98061,cassian
98062,andor
98063,got
98064,find
98065,jyn
98066,get
98067,pilot
98068,need
98069,baze
98070,malbus
98071,right
98072,get
98073,pilot
98074,baze
98075,walks
98076,bodhis
98077,cell
98078,baze
98079,malbus
98080,pilot
98081,aims
98082,blaster
98083,bodhi
98084,bodhi
98085,rook
98086,fires
98087,blaster
98088,hits
98089,cell
98090,door
98091,freeing
98092,bodhi
98093,baze
98094,malbus
98095,let
98096,go
98097,cassian
98098,finds
98099,jyn
98100,saw
98101,control
98102,room
98103,still
98104,floor
98105,shocked
98106,hologram
98107,cassian
98108,andor
98109,jyn
98110,got
98111,go
98112,know
98113,father
98114,saw
98115,gerrera
98116,go
98117,jyn
98118,must
98119,go
98120,jyn
98121,erso
98122,come
98123,us
98124,saw
98125,gerrera
98126,run
98127,longer
98128,cassian
98129,andor
98130,come
98131,jyn
98132,erso
98133,must
98134,save
98135,cassian
98136,andor
98137,come
98138,saw
98139,gerrera
98140,go
98141,time
98142,save
98143,rebellion
98144,save
98145,dream
98146,jyn
98147,cassian
98148,run
98149,saw
98150,limps
98151,window
98152,rips
98153,oxygen
98154,mask
98155,silently
98156,watches
98157,shockwave
98158,int
98159,death
98160,star
98161,death
98162,star
98163,staff
98164,officers
98165,watch
98166,giant
98167,screen
98168,control
98169,room
98170,shows
98171,destruction
98172,jedha
98173,city
98174,krennic
98175,looks
98176,awe
98177,distant
98178,smile
98179,director
98180,orson
98181,krennic
98182,oh
98183,beautiful
98184,ext
98185,partisan
98186,base
98187,outside
98188,partisan
98189,base
98190,partisans
98191,seen
98192,running
98193,screaming
98194,shockwave
98195,comes
98196,closer
98197,baze
98198,malbus
98199,chirrut
98200,let
98201,go
98202,cassian
98203,come
98204,let
98205,get
98206,pile
98207,uwing
98208,bodhi
98209,barely
