,words
50239,conference
50240,table
50241,yoda
50242,pregnant
50243,must
50244,still
50245,appear
50246,hidden
50247,safe
50248,children
50249,must
50250,kept
50251,obiwan
50252,must
50253,take
50254,somewhere
50255,sith
50256,sense
50257,presence
50258,yoda
50259,split
50260,bail
50261,organa
50262,wife
50263,take
50264,girl
50265,weve
50266,always
50267,talked
50268,adopting
50269,baby
50270,girl
50271,loved
50272,us
50273,obiwan
50274,boy
50275,yoda
50276,tatooine
50277,family
50278,send
50279,obiwan
50280,take
50281,child
50282,watch
50283,master
50284,yoda
50285,think
50286,anakins
50287,twins
50288,able
50289,defeat
50290,darth
50291,sidious
50292,yoda
50293,strong
50294,force
50295,runs
50296,skywalker
50297,line
50298,hope
50299,done
50300,time
50301,right
50302,disappear
50303,bail
50304,leaves
50305,conference
50306,room
50307,yoda
50308,stops
50309,obiwan
50310,yoda
50311,continuing
50312,master
50313,kenobi
50314,wait
50315,moment
50316,solitude
50317,tatooine
50318,training
50319,obiwan
50320,training
50321,yoda
50322,old
50323,friend
50324,learned
50325,path
50326,immortality
50327,obiwan
50328,yoda
50329,one
50330,returned
50331,netherworld
50332,force
50333,train
50334,old
50335,master
50336,quigon
50337,jinn
50338,obiwan
50339,quigon
50340,could
50341,accomplish
50342,yoda
50343,secret
50344,ancient
50345,order
50346,whills
50347,studied
50348,commune
50349,teach
50350,obiwan
50351,able
50352,talk
50353,yoda
50354,join
50355,force
50356,train
50357,consciousness
50358,retain
50359,one
50360,force
50361,even
50362,physical
50363,self
50364,perhaps
50365,int
50366,alderaan
50367,starcruiserhallway
50368,space
50369,bail
50370,organa
50371,followed
50372,artoo
50373,threepio
50374,approaches
50375,captain
50376,antilles
50377,two
50378,crew
50379,members
50380,bail
50381,organa
50382,captain
50383,antilles
50384,captain
50385,antilles
50386,yes
50387,highness
50388,bail
50389,organa
50390,im
50391,placing
50392,droids
50393,care
50394,treat
50395,well
50396,clean
50397,protocol
50398,droids
50399,mind
50400,wiped
50401,cpo
50402,oh
50403,ext
50404,naboomain
50405,squaredawn
50406,sio
50407,bibble
50408,walks
50409,mourners
50410,large
50411,crowds
50412,line
50413,street
50414,flowered
50415,covered
50416,coffin
50417,drawn
50418,six
50419,beautiful
50420,white
50421,beasts
50422,soldiers
50423,family
50424,ato
50425,dignitaries
50426,follow
50427,casket
50428,padmes
50429,hand
50430,clutches
50431,japor
50432,snippet
50433,ext
50434,dagobahday
50435,small
50436,escape
50437,pod
50438,hurls
50439,toward
50440,swamp
50441,planet
50442,disappears
50443,mist
50444,pod
50445,landed
50446,yoda
50447,descends
50448,ramp
50449,surveying
50450,unfamiliar
50451,terrain
50452,ext
50453,imperial
50454,star
50455,destroyerspace
50456,star
50457,destroyer
50458,surrounded
50459,attack
50460,cruisers
50461,bridge
50462,star
50463,destroyer
50464,stands
50465,emperor
50466,governor
50467,tarkin
50468,darth
50469,vader
50470,walks
50471,along
50472,bridge
50473,join
50474,emperor
50475,governor
50476,tarkin
50477,camera
50478,pans
50479,reveal
50480,huge
50481,frame
50482,structure
50483,beginning
50484,death
50485,star
50486,ext
50487,alderaanstarcruiserspace
50488,ship
50489,approaches
50490,surface
50491,alderaan
50492,ext
50493,alderaanlate
50494,afternoon
50495,queen
50496,alderaan
50497,sits
50498,balcony
50499,looking
50500,awesome
50501,mountains
50502,alderaan
50503,bail
50504,organa
50505,brings
50506,small
50507,baby
50508,takes
50509,rocks
50510,ext
50511,tatooinesunset
50512,obiwan
50513,rides
50514,moisture
50515,farm
50516,homestead
50517,eopie
50518,dismounts
50519,takes
50520,baby
50521,papoose
50522,back
50523,walks
50524,toward
50525,aunt
50526,beru
50527,walks
50528,greet
50529,talk
50530,moment
50531,obiwan
50532,turns
50533,baby
50534,young
50535,homesteader
50536,aunt
50537,beru
50538,walks
50539,uncle
50540,owen
50541,standing
50542,ridge
50543,near
50544,homestead
50545,obiwan
50546,leaves
50547,owen
50548,beru
50549,baby
50550,watch
50551,twin
50552,suns
50553,set
50554,character
50555,dialogue
50556,threepio
50557,hear
50558,theyve
50559,shut
50560,main
50561,reactor
50562,well
50563,destroyed
50564,sure
50565,madness
50566,threepio
50567,doomed
50568,threepio
50569,therell
50570,escape
50571,princess
50572,time
50573,threepio
50574,whats
50575,threepio
50576,known
50577,better
50578,trust
50579,logic
50580,halfsized
50581,thermocapsulary
50582,dehousing
50583,assister
50584,luke
50585,hurry
50586,come
50587,waiting
50588,get
50589,gear
50590,threepio
50591,artoo
50592,artoodetoo
50593,threepio
50594,last
50595,threepio
50596,theyre
50597,heading
50598,direction
50599,going
50600,well
50601,sent
50602,spice
50603,mines
50604,kessel
50605,smashed
50606,knows
50607,threepio
50608,wait
50609,minute
50610,going
50611,imperial
50612,officer
50613,death
50614,star
50615,plans
50616,main
50617,computer
50618,vader
50619,transmissions
50620,intercepted
50621,rebel
50622,officer
50623,intercepted
50624,transmissions
50625,aaah
50626,consular
50627,ship
50628,diplomatic
50629,mission
50630,vader
50631,consular
50632,ship
50633,ambassador
50634,vader
50635,commander
50636,tear
50637,ship
50638,apart
50639,youve
50640,found
50641,plans
50642,bring
50643,ambassador
50644,want
50645,alive
50646,trooper
50647,set
50648,stun
50649,trooper
50650,shell
50651,right
50652,inform
50653,lord
50654,vader
50655,prisoner
50656,threepio
50657,hey
50658,youre
50659,permitted
50660,restricted
50661,youll
50662,deactivated
50663,sure
50664,threepio
50665,dont
50666,call
50667,mindless
50668,philosopher
50669,overweight
50670,glob
50671,grease
50672,come
50673,somebody
50674,sees
50675,threepio
50676,secret
50677,mission
50678,plans
50679,talking
50680,im
50681,getting
50682,threepio
50683,im
50684,going
50685,regret
50686,chief
50687,pilot
50688,goes
50689,another
50690,one
50691,captain
50692,hold
50693,fire
50694,life
50695,forms
50696,must
50697,shortcircuited
50698,threepio
50699,thats
50700,funny
50701,damage
50702,doesnt
50703,look
50704,bad
50705,threepio
50706,sure
50707,things
50708,safe
50709,woman
50710,ive
50711,told
50712,kids
50713,slow
50714,fixer
50715,hear
50716,young
50717,noise
50718,blast
50719,camie
50720,wormie
50721,another
50722,rampage
50723,luke
50724,shape
50725,guys
50726,biggs
50727,luke
50728,didnt
50729,know
50730,back
50731,get
50732,biggs
50733,wanted
50734,surprise
50735,hot
50736,shot
50737,thought
50738,youd
50739,certainly
50740,didnt
50741,expect
50742,working
50743,luke
50744,academy
50745,didnt
50746,change
50747,much
50748,youre
50749,back
50750,soon
50751,hey
50752,happened
50753,didnt
50754,get
50755,commission
50756,biggs
50757,course
50758,got
50759,signed
50760,aboard
50761,rand
50762,ecliptic
50763,last
50764,week
50765,first
50766,mate
50767,biggs
50768,darklighter
50769,service
50770,came
50771,back
50772,say
50773,goodbye
50774,unfortunate
50775,landlocked
50776,simpletons
50777,luke
50778,almost
50779,forgot
50780,theres
50781,battle
50782,going
50783,right
50784,system
50785,come
50786,look
50787,deak
50788,forget
50789,luke
50790,biggs
50791,thats
50792,battle
50793,hot
50794,shot
50795,theyre
50796,sitting
50797,probably
50798,freightertanker
50799,refueling
50800,luke
50801,lot
50802,firing
50803,earlier
50804,luke
50805,hey
50806,easy
50807,camie
50808,dont
50809,worry
50810,wormie
50811,fixer
50812,keep
50813,telling
50814,rebellion
50815,long
50816,way
50817,doubt
50818,empire
50819,would
50820,even
50821,fight
50822,keep
50823,system
50824,believe
50825,luke
50826,planet
50827,big
50828,hunk
50829,nothing
50830,leia
50831,lord
50832,vader
50833,known
50834,could
50835,bold
50836,imperial
50837,senate
50838,sit
50839,stillfor
50840,hear
50841,youve
50842,attacked
50843,diplomatic
50844,vader
50845,dont
50846,play
50847,games
50848,highness
50849,werent
50850,mercy
50851,mission
50852,time
50853,passed
50854,directly
50855,restricted
50856,system
50857,several
50858,transmissions
50859,beamed
50860,ship
50861,rebel
50862,spies
50863,want
50864,know
50865,happened
50866,plans
50867,sent
50868,leia
50869,dont
50870,know
50871,youre
50872,talking
50873,im
50874,member
50875,imperial
50876,senate
50877,diplomatic
50878,mission
50879,alderaan
50880,vader
50881,youre
50882,part
50883,rebel
50884,alliance
50885,traitor
50886,take
50887,away
50888,commander
50889,holding
50890,dangerous
50891,word
50892,gets
50893,could
50894,generate
50895,sympathy
50896,rebellion
50897,senate
50898,vader
50899,traced
50900,rebel
50901,spies
50902,link
50903,find
50904,secret
50905,base
50906,commander
50907,anything
50908,vader
50909,leave
50910,send
50911,distress
50912,signal
50913,inform
50914,senate
50915,aboard
50916,killed
50917,second
50918,officer
50919,lord
50920,vader
50921,battle
50922,station
50923,plans
50924,aboard
50925,ship
50926,transmissions
50927,made
50928,escape
50929,pod
50930,jettisoned
50931,fighting
50932,life
50933,forms
50934,aboard
50935,vader
50936,must
50937,hidden
50938,plans
50939,escape
50940,pod
50941,send
50942,detachment
50943,retrieve
50944,see
50945,personally
50946,commander
50947,therell
50948,one
50949,stop
50950,us
50951,time
50952,commander
50953,yes
50954,sir
50955,threepio
50956,get
50957,mess
50958,really
50959,dont
50960,know
50961,seem
50962,made
50963,suffer
50964,lot
50965,life
50966,threepio
50967,ive
50968,got
50969,rest
50970,fall
50971,apart
50972,joints
50973,almost
50974,frozen
50975,threepio
50976,desolate
50977,place
50978,threepio
50979,going
50980,threepio
50981,well
50982,im
50983,going
50984,way
50985,much
50986,rocky
50987,way
50988,much
50989,easier
50990,threepio
50991,makes
50992,think
50993,settlements
50994,threepio
50995,dont
50996,get
50997,technical
50998,threepio
50999,mission
51000,talking
51001,ive
51002,enough
51003,go
51004,way
51005,youll
51006,malfunctioning
51007,within
51008,day
51009,nearsighted
51010,scrap
51011,pile
51012,threepio
51013,dont
51014,let
51015,catch
51016,following
51017,begging
51018,help
51019,wont
51020,get
51021,threepio
51022,adventures
51023,im
51024,going
51025,way
51026,threepio
51027,malfunctioning
51028,little
51029,twerp
51030,fault
51031,tricked
51032,going
51033,way
51034,hell
51035,better
51036,threepio
51037,wait
51038,whats
51039,transport
51040,im
51041,saved
51042,threepio
51043,help
51044,please
51045,help
51046,luke
51047,cut
51048,power
51049,shut
51050,afterburners
51051,came
51052,low
51053,deaks
51054,trail
51055,close
51056,thought
51057,going
51058,fry
51059,instruments
51060,busted
51061,skyhopper
51062,pretty
51063,bad
51064,uncle
51065,owen
51066,pretty
51067,upset
51068,grounded
51069,rest
51070,season
51071,fantastic
51072,biggs
51073,ought
51074,take
51075,little
51076,easy
51077,luke
51078,may
51079,hottest
51080,bushpilot
51081,side
51082,mos
51083,eisley
51084,little
51085,skyhoppers
51086,dangerous
51087,keep
51088,one
51089,day
51090,whammo
51091,youre
51092,going
51093,nothing
51094,dark
51095,spot
51096,side
51097,canyon
51098,wall
51099,luke
51100,look
51101,whos
51102,talking
51103,youve
51104,around
51105,giant
51106,starships
51107,youre
51108,beginning
51109,sound
51110,like
51111,uncle
51112,youve
51113,gotten
51114,soft
51115,city
51116,biggs
51117,ive
51118,missed
51119,kid
51120,luke
51121,well
51122,things
51123,havent
51124,since
51125,left
51126,biggs
51127,soquiet
51128,biggs
51129,luke
51130,didnt
51131,come
51132,back
51133,say
51134,goodbye
51135,shouldnt
51136,tell
51137,youre
51138,one
51139,trust
51140,dont
51141,come
51142,back
51143,want
51144,somebody
51145,know
51146,luke
51147,talking
51148,biggs
51149,made
51150,friends
51151,academy
51152,frigate
51153,goes
51154,one
51155,central
51156,systems
51157,going
51158,jump
51159,ship
51160,join
51161,alliance
51162,luke
51163,join
51164,rebellion
51165,kidding
51166,biggs
51167,quiet
51168,ya
51169,got
51170,mouth
51171,bigger
51172,meteor
51173,crater
51174,luke
51175,im
51176,sorry
51177,im
51178,quiet
51179,listen
51180,quiet
51181,barely
51182,hear
51183,biggs
51184,friend
51185,friend
51186,bestine
51187,might
51188,help
51189,us
51190,make
51191,contact
51192,luke
51193,around
51194,forever
51195,trying
51196,find
51197,biggs
51198,know
51199,long
51200,shot
51201,dont
51202,find
51203,ill
51204,always
51205,talked
51206,luke
51207,im
51208,going
51209,wait
51210,empire
51211,draft
51212,service
51213,rebellion
51214,spreading
51215,want
51216,right
51217,side
51218,side
51219,believe
51220,luke
51221,im
51222,stuck
51223,biggs
51224,thought
51225,going
51226,academy
51227,next
51228,term
51229,youll
51230,get
51231,chance
51232,get
51233,rock
51234,luke
51235,likely
51236,cancel
51237,application
51238,lot
51239,unrest
51240,among
51241,sand
51242,people
51243,since
51244,left
51245,theyve
51246,even
51247,raided
51248,outskirts
51249,anchorhead
51250,biggs
51251,uncle
51252,could
51253,hold
51254,whole
51255,colony
51256,sand
51257,people
51258,one
51259,blaster
51260,luke
51261,know
51262,hes
51263,got
51264,enough
51265,vaporators
51266,going
51267,make
51268,place
51269,pay
51270,needs
51271,one
51272,season
51273,cant
51274,leave
51275,biggs
51276,feel
51277,luke
51278,youre
51279,going
51280,learn
51281,seems
51282,important
51283,really
51284,important
51285,good
51286,uncles
51287,work
51288,taken
51289,empire
51290,know
51291,theyre
51292,starting
51293,nationalize
